id,mu_global,share,seq,FAO90,sand,silt,clay,usda_tex,ref_bd,bd,C,SOC
38839,1294,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38840,1294,50,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
38841,1297,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38842,1297,50,2,NaN,46,43,11,loam,1.51,0.87,4.38,114.318
38843,1298,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38844,1298,50,2,NaN,41,35,24,loam,1.38,1.38,0.85,35.19
38845,1299,34,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38846,1299,33,3,NaN,45,32,23,loam,1.4,1.33,0.52,20.748
38847,1299,33,2,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38848,1300,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38849,1300,50,2,NaN,45,32,23,loam,1.4,1.33,0.52,20.748
38850,1301,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38851,1301,50,2,NaN,40,37,23,loam,1.39,1.31,0.56,22.008
38852,1307,33,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38853,1307,33,3,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38854,1307,34,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38855,1309,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38856,1309,50,2,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38857,1312,33,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38858,1312,33,3,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38859,1312,34,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38860,1315,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38861,1315,50,2,NaN,39,37,24,loam,1.38,1.46,0.37,16.206
38862,1316,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38863,1316,50,2,NaN,39,37,24,loam,1.38,1.46,0.37,16.206
38864,1317,33,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38865,1317,33,3,NaN,35,45,20,loam,1.4,1.5,0.47,21.15
38866,1317,34,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38867,1319,50,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38868,1319,50,2,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38869,1321,100,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38870,1322,100,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38871,1323,100,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38872,1324,100,1,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
38873,1325,70,1,NaN,39,41,20,loam,1.41,1.36,0.8,32.64
38874,1325,30,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
38875,1326,35,1,NaN,80,12,8,loamy sand,1.62,1.38,0.55,22.77
38876,1326,35,2,NaN,39,41,20,loam,1.41,1.36,0.8,32.64
38877,1326,30,3,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
38878,1327,70,1,NaN,39,41,20,loam,1.41,1.36,0.8,32.64
38879,1327,30,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
38880,1328,70,1,NaN,39,41,20,loam,1.41,1.36,0.8,32.64
38881,1328,30,2,NaN,40,39,21,loam,1.4,1.33,1.25,49.875
38882,1329,60,1,NaN,80,12,8,loamy sand,1.62,1.38,0.55,22.77
38883,1329,20,3,NaN,79,7,14,sandy loam,1.54,1.35,0.7,28.35
38884,1329,20,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
38885,1330,100,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38886,1331,100,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38887,1332,100,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38888,1333,100,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38889,1336,50,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38890,1336,20,3,NaN,44,36,20,loam,1.41,1.37,1.12,46.032
38891,1336,20,2,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38892,1336,10,4,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38893,1337,50,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38894,1337,20,3,NaN,44,36,20,loam,1.41,1.37,1.12,46.032
38895,1337,20,2,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38896,1337,10,4,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38897,1338,60,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38898,1338,20,3,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38899,1338,20,2,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38900,1339,60,1,NaN,14,39,47,clay (light),1.23,1.4,0.97,40.74
38901,1339,20,3,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38902,1339,20,2,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38903,1340,60,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38904,1340,30,2,NaN,40,37,23,loam,1.39,1.31,0.56,22.008
38905,1340,10,3,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
38906,1341,60,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38907,1341,20,3,NaN,40,37,23,loam,1.39,1.31,0.56,22.008
38908,1341,20,2,NaN,36,43,21,loam,1.39,1.3,0.53,20.67
38909,1342,60,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38910,1342,20,3,NaN,40,37,23,loam,1.39,1.31,0.56,22.008
38911,1342,20,2,NaN,36,43,21,loam,1.39,1.3,0.53,20.67
38912,1343,60,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38913,1343,20,3,NaN,20,30,50,clay (light),1.23,1.23,1.43,52.767
38914,1343,20,2,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
38915,1344,30,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38916,1344,30,2,NaN,14,39,47,clay (light),1.23,1.4,0.97,40.74
38917,1344,20,4,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
38918,1344,20,3,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
38919,1345,25,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38920,1345,25,2,NaN,14,39,47,clay (light),1.23,1.4,0.97,40.74
38921,1345,20,4,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
38922,1345,20,3,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
38923,1345,10,5,NaN,37,40,23,loam,1.38,1.35,1.07,43.335
38924,1350,50,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38925,1350,20,3,NaN,44,36,20,loam,1.41,1.37,1.12,46.032
38926,1350,20,2,NaN,35,45,20,loam,1.4,1.5,0.47,21.15
38927,1350,10,4,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38928,1351,90,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38929,1351,10,2,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38930,1352,25,1,NaN,80,14,6,loamy sand,1.66,1.38,0.41,16.974
38931,1352,25,2,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38932,1352,20,4,NaN,43,35,22,loam,1.4,1.4,0.77,32.34
38933,1352,20,3,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38934,1352,10,5,NaN,39,37,24,loam,1.38,1.46,0.37,16.206
38935,1353,70,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38936,1353,30,2,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38937,1355,70,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38938,1355,30,2,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38939,1356,70,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38940,1356,30,2,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38941,1357,60,1,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38942,1357,30,2,NaN,40,39,21,loam,1.4,1.5,0.41,18.45
38943,1357,10,3,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
38944,1358,100,1,NaN,49,32,19,loam,1.43,1.33,1.1,43.89
38945,1359,70,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38946,1359,30,2,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
38947,1360,70,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38948,1360,30,2,NaN,36,43,21,loam,1.39,1.3,0.53,20.67
38949,1361,100,1,NaN,81,11,8,loamy sand,1.62,1.27,0.58,22.098
38950,1362,100,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38951,1363,70,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38952,1363,30,2,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
38953,1364,35,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38954,1364,35,2,NaN,19,32,49,clay (light),1.24,1.31,1.26,49.518
38955,1364,30,3,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
38956,1365,30,1,NaN,81,11,8,loamy sand,1.62,1.27,0.58,22.098
38957,1365,30,2,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38958,1365,20,4,NaN,30,41,29,clay loam,1.33,1.19,3,107.1
38959,1365,20,3,NaN,36,43,21,loam,1.39,1.3,0.53,20.67
38960,1367,70,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38961,1367,30,2,NaN,41,35,24,loam,1.38,1.38,0.85,35.19
38962,1368,20,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38963,1368,20,2,NaN,19,32,49,clay (light),1.24,1.31,1.26,49.518
38964,1368,20,4,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
38965,1368,20,3,NaN,20,24,56,clay (light),1.22,1.31,1.2,47.16
38966,1368,10,6,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
38967,1368,10,5,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
38968,1370,60,1,NaN,81,11,8,loamy sand,1.62,1.27,0.58,22.098
38969,1370,20,3,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
38970,1370,20,2,NaN,20,24,56,clay (light),1.22,1.31,1.2,47.16
38971,1371,30,1,NaN,81,11,8,loamy sand,1.62,1.27,0.58,22.098
38972,1371,30,2,NaN,19,32,49,clay (light),1.24,1.31,1.26,49.518
38973,1371,20,4,NaN,37,40,23,loam,1.38,1.35,1.07,43.335
38974,1371,20,3,NaN,36,41,23,loam,1.38,1.32,0.7,27.72
38975,1372,25,1,NaN,81,11,8,loamy sand,1.62,1.27,0.58,22.098
38976,1372,25,2,NaN,19,32,49,clay (light),1.24,1.31,1.26,49.518
38977,1372,20,4,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
38978,1372,20,3,NaN,90,5,5,sand,1.71,1.5,0.35,15.75
38979,1372,10,5,NaN,44,36,20,loam,1.41,1.42,0.97,41.322
38980,1374,50,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38981,1374,20,3,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
38982,1374,20,2,NaN,36,41,23,loam,1.38,1.32,0.7,27.72
38983,1374,10,4,NaN,41,35,24,loam,1.38,1.38,0.85,35.19
38984,1375,60,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38985,1375,30,2,NaN,33,45,22,loam,1.38,1.2,3.71,133.56
38986,1375,10,3,NaN,41,35,24,loam,1.38,1.38,0.85,35.19
38987,1376,30,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38988,1376,30,2,NaN,19,32,49,clay (light),1.24,1.31,1.26,49.518
38989,1376,20,4,NaN,37,40,23,loam,1.38,1.35,1.07,43.335
38990,1376,20,3,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
38991,1377,50,1,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
38992,1377,30,2,NaN,37,40,23,loam,1.38,1.35,1.07,43.335
38993,1377,10,4,NaN,33,45,22,loam,1.38,1.2,3.71,133.56
38994,1377,10,3,NaN,42,37,21,loam,1.4,1.39,0.91,37.947
38995,1378,60,1,NaN,81,11,8,loamy sand,1.62,1.27,0.58,22.098
38996,1378,20,3,NaN,32,43,25,loam,1.36,1.26,1.44,54.432
38997,1378,20,2,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
38998,1379,60,1,NaN,19,32,49,clay (light),1.24,1.31,1.26,49.518
38999,1379,20,3,NaN,18,26,56,clay (light),1.21,1.42,0.95,40.47
39000,1379,20,2,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39001,1380,30,1,NaN,80,9,11,sandy loam,1.57,1.38,0.55,22.77
39002,1380,30,2,NaN,30,41,29,clay loam,1.33,1.19,3,107.1
39003,1380,30,3,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39004,1380,10,4,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39005,1381,60,1,NaN,30,41,29,clay loam,1.33,1.19,3,107.1
39006,1381,30,2,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39007,1381,10,3,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39008,1382,60,1,NaN,8,34,58,clay (light),1.19,1.18,2.59,91.686
39009,1382,30,2,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39010,1382,10,3,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39011,1383,70,1,NaN,30,41,29,clay loam,1.33,1.19,3,107.1
39012,1383,30,2,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39013,1384,70,1,NaN,30,41,29,clay loam,1.33,1.19,3,107.1
39014,1384,30,2,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39015,1385,60,1,NaN,30,41,29,clay loam,1.33,1.19,3,107.1
39016,1385,20,3,NaN,33,45,22,loam,1.38,1.2,3.71,133.56
39017,1385,20,2,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39018,1386,60,1,NaN,30,41,29,clay loam,1.33,1.19,3,107.1
39019,1386,20,3,NaN,33,45,22,loam,1.38,1.2,3.71,133.56
39020,1386,20,2,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39021,1388,60,1,NaN,8,34,58,clay (light),1.19,1.18,2.59,91.686
39022,1388,20,3,NaN,26,35,39,clay (light),1.28,0.26,35.27,275.106
39023,1388,20,2,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39024,1389,70,1,NaN,34,43,23,loam,1.38,1.26,1.3,49.14
39025,1389,30,2,NaN,43,36,21,loam,1.4,1.35,1.04,42.12
39026,1391,40,1,NaN,18,32,50,clay (light),1.23,1.3,1.6,62.4
39027,1391,30,2,NaN,36,41,23,loam,1.38,1.2,1.27,45.72
39028,1391,10,5,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39029,1391,10,4,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39030,1391,10,3,NaN,18,26,56,clay (light),1.21,1.42,0.95,40.47
39031,1392,30,1,NaN,18,32,50,clay (light),1.23,1.3,1.6,62.4
39032,1392,20,3,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39033,1392,20,2,NaN,18,26,56,clay (light),1.21,1.42,0.95,40.47
39034,1392,10,6,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
39035,1392,10,5,NaN,43,35,22,loam,1.4,1.4,0.77,32.34
39036,1392,10,4,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
39037,1393,60,1,NaN,32,43,25,loam,1.36,1.26,1.44,54.432
39038,1393,30,2,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
39039,1393,10,3,NaN,43,35,22,loam,1.4,1.4,0.77,32.34
39040,1394,60,1,NaN,18,32,50,clay (light),1.23,1.3,1.6,62.4
39041,1394,20,3,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39042,1394,20,2,NaN,43,35,22,loam,1.4,1.4,0.77,32.34
39043,1395,50,1,NaN,32,43,25,loam,1.36,1.26,1.44,54.432
39044,1395,30,2,NaN,36,41,23,loam,1.38,1.2,1.27,45.72
39045,1395,5,6,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
39046,1395,5,5,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
39047,1395,5,4,NaN,43,35,22,loam,1.4,1.4,0.77,32.34
39048,1395,5,3,NaN,18,26,56,clay (light),1.21,1.42,0.95,40.47
39049,1396,60,1,NaN,32,43,25,loam,1.36,1.26,1.44,54.432
39050,1396,20,3,NaN,39,41,20,loam,1.41,1.36,0.8,32.64
39051,1396,20,2,NaN,21,55,24,silt loam,1.34,1.38,1.91,79.074
39052,1397,30,1,NaN,71,20,9,sandy loam,1.58,1.47,0.4,17.64
39053,1397,20,3,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
39054,1397,20,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39055,1397,10,6,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39056,1397,10,5,NaN,43,35,22,loam,1.4,1.4,0.77,32.34
39057,1397,10,4,NaN,36,43,21,loam,1.39,1.41,0.42,17.766
39058,1398,60,1,NaN,8,54,38,silty clay loam,1.25,1.3,1.73,67.47
39059,1398,20,3,NaN,42,38,20,loam,1.41,1.3,1.96,76.44
39060,1398,20,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39061,1399,70,1,NaN,48,30,22,loam,1.41,1.45,0.8,34.8
39062,1399,30,2,NaN,41,39,20,loam,1.41,1.3,1.45,56.55
39063,1400,90,1,NaN,48,30,22,loam,1.41,1.45,0.8,34.8
39064,1400,10,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39065,1401,70,1,NaN,37,44,19,loam,1.41,1.42,0.82,34.932
39066,1401,30,2,NaN,47,32,21,loam,1.41,1.42,0.82,34.932
39067,1402,50,1,NaN,79,10,11,sandy loam,1.57,1.4,0.5,21
39068,1402,30,2,NaN,32,43,25,loam,1.36,1.26,1.44,54.432
39069,1402,10,4,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39070,1402,10,3,NaN,43,35,22,loam,1.4,1.4,0.77,32.34
39071,1403,40,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39072,1403,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39073,1403,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39074,1403,5,7,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39075,1403,5,6,NaN,47,32,21,loam,1.41,1.42,0.82,34.932
39076,1403,5,5,NaN,37,45,18,loam,1.42,0.76,6.39,145.692
39077,1403,5,4,NaN,18,26,56,clay (light),1.21,1.42,0.95,40.47
39078,1404,40,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39079,1404,20,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39080,1404,20,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39081,1404,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39082,1405,50,1,NaN,79,10,11,sandy loam,1.57,1.4,0.5,21
39083,1405,30,2,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39084,1405,5,6,NaN,32,43,25,loam,1.36,1.26,1.44,54.432
39085,1405,5,5,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39086,1405,5,4,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39087,1405,5,3,NaN,42,38,20,loam,1.41,1.44,1.06,45.792
39088,1406,30,1,NaN,79,10,11,sandy loam,1.57,1.4,0.5,21
39089,1406,20,3,NaN,38,40,22,loam,1.39,1.33,1.27,50.673
39090,1406,20,2,NaN,18,26,56,clay (light),1.21,1.42,0.95,40.47
39091,1406,10,6,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
39092,1406,10,5,NaN,43,35,22,loam,1.4,1.4,0.77,32.34
39093,1406,10,4,NaN,35,43,22,loam,1.38,1.3,0.48,18.72
39094,1407,40,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39095,1407,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39096,1407,20,2,NaN,37,44,19,loam,1.41,1.42,0.82,34.932
39097,1407,10,5,NaN,42,38,20,loam,1.41,1.3,1.96,76.44
39098,1407,10,4,NaN,44,36,20,loam,1.41,1.37,1.12,46.032
39099,1408,50,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39100,1408,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39101,1408,20,2,NaN,36,41,23,loam,1.38,1.2,1.27,45.72
39102,1408,10,4,NaN,35,47,18,loam,1.41,1.39,0.6,25.02
39103,1409,50,1,NaN,26,27,47,clay (light),1.25,1.35,1.22,49.41
39104,1409,20,3,NaN,38,41,21,loam,1.4,1.42,0.63,26.838
39105,1409,20,2,NaN,32,43,25,loam,1.36,1.26,1.44,54.432
39106,1409,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39107,1411,40,1,NaN,26,27,47,clay (light),1.25,1.35,1.22,49.41
39108,1411,30,2,NaN,36,41,23,loam,1.38,1.2,1.27,45.72
39109,1411,10,5,NaN,42,38,20,loam,1.41,1.3,1.96,76.44
39110,1411,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39111,1411,10,3,NaN,37,45,18,loam,1.42,0.76,6.39,145.692
39112,1412,70,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39113,1412,30,2,NaN,20,30,50,clay (light),1.23,1.23,1.43,52.767
39114,1413,70,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39115,1413,30,2,NaN,20,30,50,clay (light),1.23,1.23,1.43,52.767
39116,1414,60,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39117,1414,30,2,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39118,1414,10,3,NaN,45,32,23,loam,1.4,1.33,0.52,20.748
39119,1416,60,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39120,1416,20,3,NaN,20,30,50,clay (light),1.23,1.23,1.43,52.767
39121,1416,20,2,NaN,21,28,51,clay (light),1.23,1.43,0.97,41.613
39122,1417,70,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39123,1417,30,2,NaN,16,29,55,clay (light),1.21,1.65,0.75,37.125
39124,1419,40,1,NaN,47,29,24,loam,1.39,1.54,0.86,39.732
39125,1419,20,3,NaN,47,32,21,loam,1.41,1.42,0.82,34.932
39126,1419,20,2,NaN,31,49,20,loam,1.39,0.76,7,159.6
39127,1419,10,5,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39128,1419,10,4,NaN,39,41,20,loam,1.41,1.36,0.9,36.72
39129,1420,100,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39130,1421,100,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39131,1422,50,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39132,1422,50,2,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39133,1423,100,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39134,1424,100,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39135,1425,70,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39136,1425,30,2,NaN,49,28,23,loam,1.4,1.49,0.58,25.926
39137,1426,70,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39138,1426,30,2,NaN,49,27,24,sandy clay loam,1.4,1.4,1,42
39139,1427,60,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39140,1427,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39141,1427,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39142,1428,60,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39143,1428,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39144,1428,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39145,1429,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39146,1429,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39147,1429,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39148,1430,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39149,1430,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39150,1430,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39151,1431,60,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39152,1431,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39153,1431,20,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39154,1432,40,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39155,1432,20,4,NaN,49,27,24,sandy clay loam,1.4,1.4,1,42
39156,1432,20,3,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39157,1432,20,2,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39158,1433,70,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39159,1433,30,2,NaN,42,38,20,loam,1.41,1.44,1.06,45.792
39160,1434,70,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39161,1434,30,2,NaN,47,34,19,loam,1.43,1.21,0.97,35.211
39162,1436,40,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39163,1436,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39164,1436,10,5,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39165,1436,10,4,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39166,1436,10,3,NaN,89,7,4,sand,1.74,1.32,0.4,15.84
39167,1438,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39168,1438,30,2,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39169,1438,10,4,NaN,42,36,22,loam,1.4,1.37,1,41.1
39170,1438,10,3,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39171,1439,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39172,1439,30,2,NaN,44,33,23,loam,1.39,1.35,0.99,40.095
39173,1439,10,4,NaN,42,36,22,loam,1.4,1.37,1,41.1
39174,1439,10,3,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39175,1440,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39176,1440,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39177,1440,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39178,1440,10,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39179,1441,50,1,NaN,79,11,10,sandy loam,1.59,1.51,0.53,24.009
39180,1441,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39181,1441,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39182,1441,10,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39183,1442,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39184,1442,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39185,1442,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
39186,1442,10,3,NaN,42,36,22,loam,1.4,1.4,0.94,39.48
39187,1443,50,1,NaN,56,20,24,sandy clay loam,1.41,1.48,0.74,32.856
39188,1443,30,2,NaN,49,29,22,loam,1.41,1.6,1.01,48.48
39189,1443,10,4,NaN,43,34,23,loam,1.39,1.3,1.4,54.6
