id,mu_global,share,seq,FAO90,sand,silt,clay,usda_tex,ref_bd,bd,C,SOC
307,7138,10,3,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
308,7139,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
309,7139,10,2,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
310,7139,10,3,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
311,7140,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
312,7140,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
313,7140,10,3,Stagnic Podzoluvisols,24,58,18,silt loam,1.39,1.35,1.5,60.75
314,7141,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
315,7141,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
316,7141,10,3,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
317,7142,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
318,7142,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
319,7142,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
320,7143,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
321,7143,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
322,7143,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
323,7144,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
324,7144,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
325,7144,10,3,Dystric Leptosols,76,14,10,sandy loam,1.58,1.47,0.65,28.665
326,7145,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
327,7145,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
328,7145,10,3,Stagnic Podzoluvisols,24,58,18,silt loam,1.39,1.35,1.5,60.75
329,7146,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
330,7146,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
331,7146,10,3,Stagnic Podzoluvisols,24,58,18,silt loam,1.39,1.35,1.5,60.75
332,7147,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
333,7147,10,2,Dystric Cambisols,75,15,10,sandy loam,1.58,1.49,0.7,31.29
334,7147,10,3,Stagnic Podzoluvisols,24,58,18,silt loam,1.39,1.35,1.5,60.75
335,7148,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
336,7148,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
337,7148,10,3,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
338,7149,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
339,7149,10,2,Rendzic Leptosols,76,16,8,sandy loam,1.61,1.45,1.93,83.955
340,7149,10,3,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
341,7150,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
342,7150,10,2,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
343,7150,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
344,7151,80,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
345,7151,10,2,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
346,7151,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
347,7152,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
348,7152,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
349,7153,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
350,7153,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
351,7154,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
352,7154,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
353,7155,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
354,7155,10,2,Dystric Cambisols,75,15,10,sandy loam,1.58,1.49,0.7,31.29
355,7156,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
356,7156,10,2,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
357,7157,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
358,7157,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
359,7158,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
360,7158,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
361,7159,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
362,7159,10,2,Stagnic Podzoluvisols,24,58,18,silt loam,1.39,1.35,1.5,60.75
363,7160,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
364,7160,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
365,7161,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
366,7161,10,2,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
367,7162,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
368,7162,10,2,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
369,7163,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
370,7163,10,2,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
371,7164,90,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
372,7164,10,2,Dystric Leptosols,76,14,10,sandy loam,1.58,1.47,0.65,28.665
373,7165,100,1,Eutric Podzoluvisols,35,54,11,silt loam,1.49,1.36,1.2,48.96
374,7166,70,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
375,7166,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
376,7166,10,3,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
377,7166,10,4,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
378,7167,70,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
379,7167,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
380,7167,10,3,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
381,7167,10,4,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
382,7168,70,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
383,7168,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
384,7168,10,3,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
385,7168,10,4,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
386,7169,70,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
387,7169,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
388,7169,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
389,7169,10,4,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
390,7170,70,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
391,7170,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
392,7170,10,3,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
393,7170,10,4,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
394,7171,70,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
395,7171,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
396,7171,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
397,7171,10,4,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
398,7172,70,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
399,7172,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
400,7172,10,3,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401,7172,10,4,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
402,7173,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
403,7173,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
404,7173,10,3,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
405,7174,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
406,7174,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
407,7174,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
408,7175,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
409,7175,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
410,7175,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
411,7176,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
412,7176,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
413,7176,10,3,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
414,7177,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
415,7177,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
416,7177,10,3,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
417,7178,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
418,7178,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
419,7178,10,3,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
420,7179,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
421,7179,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
422,7179,10,3,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
423,7180,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
424,7180,10,2,Dystric Gleysols,40,39,21,loam,1.4,1.3,1.17,45.63
425,7180,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
426,7181,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
427,7181,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
428,7181,10,3,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
429,7182,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
430,7182,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
431,7182,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
432,7183,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
433,7183,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
434,7183,10,3,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
435,7184,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
436,7184,10,2,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
437,7184,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
438,7185,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
439,7185,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
440,7185,10,3,Gleyic Podzols,86,10,4,loamy sand,1.73,1.31,1.97,77.421
441,7186,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
442,7186,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
443,7186,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
444,7187,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
445,7187,10,2,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
446,7187,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
447,7188,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
448,7188,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
449,7188,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
450,7189,80,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
451,7189,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
452,7189,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
453,7190,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
454,7190,10,2,Gelic Histosols,18,61,21,silt loam,1.36,0.26,35.27,275.106
455,7191,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
456,7191,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
457,7192,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
458,7192,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
459,7193,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
460,7193,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
461,7194,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
462,7194,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
463,7195,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
464,7195,5,2,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
465,7195,5,3,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
466,7196,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
467,7196,10,2,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
468,7197,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
469,7197,10,2,Gleyic Podzols,86,10,4,loamy sand,1.73,1.31,1.97,77.421
470,7198,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
471,7198,10,2,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
472,7199,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
473,7199,10,2,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
474,7200,90,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
475,7200,10,2,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
476,7201,100,1,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
477,7202,34,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
478,7202,33,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
479,7202,33,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
480,7203,34,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
481,7203,33,2,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
482,7203,33,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
483,7204,70,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
484,7204,10,2,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
485,7204,10,3,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
486,7204,10,4,Fibric Histosols,20,40,40,clay (light),1.26,0.1,33.63,100.89
487,7205,70,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
488,7205,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
489,7205,10,3,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
490,7205,10,4,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
491,7206,80,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
492,7206,10,2,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
493,7206,10,3,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
494,7207,80,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
495,7207,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
496,7207,10,3,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
497,7208,80,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
498,7208,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
499,7208,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
500,7209,80,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
501,7209,10,2,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
502,7209,5,3,Dystric Gleysols,40,39,21,loam,1.4,1.3,1.17,45.63
503,7209,5,4,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
504,7210,80,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
505,7210,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
506,7210,10,3,Dystric Leptosols,76,14,10,sandy loam,1.58,1.47,0.65,28.665
507,7211,90,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
508,7211,10,2,Haplic Podzols,50,40,10,loam,1.53,1.41,5.27,222.921
509,7212,90,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
510,7212,10,2,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
511,7213,90,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
512,7213,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
513,7214,90,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
514,7214,10,2,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
515,7215,90,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
516,7215,10,2,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
517,7216,90,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
518,7216,10,2,Dystric Leptosols,76,14,10,sandy loam,1.58,1.47,0.65,28.665
519,7217,100,1,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
520,7218,80,1,Eutric Regosols,83,11,6,loamy sand,1.67,1.3,0.5,19.5
521,7218,10,2,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
522,7218,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
523,7219,90,1,Eutric Regosols,83,11,6,loamy sand,1.67,1.3,0.5,19.5
524,7219,10,2,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
525,7220,90,1,Eutric Regosols,83,11,6,loamy sand,1.67,1.3,0.5,19.5
526,7220,10,2,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
527,7221,90,1,Eutric Regosols,83,11,6,loamy sand,1.67,1.3,0.5,19.5
528,7221,10,2,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
529,7222,100,1,Eutric Regosols,83,11,6,loamy sand,1.67,1.3,0.5,19.5
530,7223,80,1,Haplic Solonetz,47,29,24,loam,1.39,1.54,0.7,32.34
531,7223,10,2,Haplic Phaeozems,38,39,23,loam,1.38,1.3,1.95,76.05
532,7223,10,3,Eutric Planosols,42,38,20,loam,1.41,1.47,1.06,46.746
533,7224,80,1,Haplic Solonetz,47,29,24,loam,1.39,1.54,0.7,32.34
534,7224,10,2,Eutric Planosols,42,38,20,loam,1.41,1.47,1.06,46.746
535,7224,10,3,Luvic Calcisols,45,29,26,loam,1.38,1.44,0.58,25.056
536,7225,90,1,Haplic Solonetz,47,29,24,loam,1.39,1.54,0.7,32.34
537,7225,10,2,Eutric Planosols,42,38,20,loam,1.41,1.47,1.06,46.746
538,7226,95,1,Haplic Solonetz,47,29,24,loam,1.39,1.54,0.7,32.34
539,7226,5,2,Luvic Kastanozems,8,54,38,silty clay loam,1.25,1.3,1.68,65.52
540,7227,100,1,Haplic Solonetz,47,29,24,loam,1.39,1.54,0.7,32.34
541,7228,90,1,Haplic Solonetz,47,29,24,loam,1.39,1.54,0.7,32.34
542,7228,10,2,Haplic Kastanozems,18,33,49,clay (light),1.23,1.37,1.73,71.103
543,7229,100,1,Haplic Solonetz,47,29,24,loam,1.39,1.54,0.7,32.34
544,7230,100,1,Water bodies,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
545,7231,100,1,Glaciers,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
546,7232,70,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
547,7232,20,2,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
548,7232,10,3,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
549,7233,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
550,7233,10,2,Calcic Gleysols,41,40,19,loam,1.42,1.31,1.3,51.09
551,7233,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
552,7234,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
553,7234,10,2,Dystric Cambisols,75,15,10,sandy loam,1.58,1.49,0.7,31.29
554,7234,10,3,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
555,7235,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
556,7235,10,2,Gleyic Podzoluvisols,32,49,19,loam,1.4,1.35,2.22,89.91
557,7235,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
558,7236,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
559,7236,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
560,7236,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
561,7237,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
562,7237,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
563,7237,10,3,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
564,7238,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
565,7238,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
566,7238,10,3,Gleyic Podzols,86,10,4,loamy sand,1.73,1.31,1.97,77.421
567,7239,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
568,7239,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
569,7239,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
570,7240,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
571,7240,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
572,7240,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
573,7241,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
574,7241,10,2,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
575,7241,10,3,Gleyic Podzols,86,10,4,loamy sand,1.73,1.31,1.97,77.421
576,7242,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
577,7242,20,2,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
578,7243,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
579,7243,20,2,Gleyic Podzols,86,10,4,loamy sand,1.73,1.31,1.97,77.421
580,7244,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
581,7244,10,2,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
582,7244,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
583,7245,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584,7245,10,2,Gleyic Podzols,86,10,4,loamy sand,1.73,1.31,1.97,77.421
585,7245,10,3,Ferric Podzols,86,8,6,loamy sand,1.67,1.41,2.02,85.446
586,7246,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587,7246,10,2,Rendzic Leptosols,76,16,8,sandy loam,1.61,1.45,1.93,83.955
588,7246,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
589,7247,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590,7247,10,2,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
591,7247,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
592,7248,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593,7248,10,2,Gelic Gleysols,37,46,17,loam,1.43,1.44,3.14,135.648
594,7248,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
595,7249,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
596,7249,10,2,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
597,7249,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
598,7250,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
599,7250,10,2,Gleyic Podzols,86,10,4,loamy sand,1.73,1.31,1.97,77.421
600,7250,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
601,7251,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
602,7251,10,2,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
603,7251,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
604,7252,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
605,7252,10,2,Lithic Leptosols,73,18,9,sandy loam,1.59,1.45,1.4,60.9
606,7252,10,3,Gelic Regosols,26,63,11,silt loam,1.47,1.33,1.15,45.885
607,7253,80,1,Rock outcrops,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
608,7253,10,2,Gleyic Podzols,86,10,4,loamy sand,1.73,1.31,1.97,77.421
